,venue,headliner,weekday,date,main_genre
9005,DC9 Nightclub,Ra Ra Riot,Monday,11/2/15,Indie Rock
9006,DC9 Nightclub,Tory Lanez,Saturday,12/12/15,Rap/Hip Hop
9007,DC9 Nightclub,Nathaniel Rateliff & The Night Sweats,Sunday,11/8/15,Soul
9008,DC9 Nightclub,Black Milk,Tuesday,6/16/15,Rap/Hip Hop
9009,DC9 Nightclub,Iceage,Monday,6/15/15,Post-punk
9010,DC9 Nightclub,Zella Day,Wednesday,5/6/15,Indie pop
9011,DC9 Nightclub,Memory Tapes,Sunday,7/26/15,Alternative/Indie
9012,DC9 Nightclub,Caspian,Thursday,10/22/15,Alternative/Indie
9013,DC9 Nightclub,Marian Hill,Thursday,4/23/15,Alternative/Indie
9014,DC9 Nightclub,Braids,Monday,10/19/15,Alternative/Indie
9015,DC9 Nightclub,Together PANGEA,Tuesday,11/17/15,Garage punk
9016,DC9 Nightclub,Dungen,Saturday,10/17/15,Indie Rock
9017,DC9 Nightclub,Mr Twin Sister,Saturday,7/11/15,Chillwave
9018,DC9 Nightclub,Catfish and the Bottlemen,Wednesday,3/11/15,Alternative rock
9019,DC9 Nightclub,Porcelain Raft,Monday,6/22/15,Alternative/Indie
9020,DC9 Nightclub,The Struts,Wednesday,10/21/15,Glam rock
9021,DC9 Nightclub,The Lighthouse and The Whaler,Monday,10/5/15,Indie Rock
9022,DC9 Nightclub,Mitski,Wednesday,11/11/15,Indie Rock
9023,DC9 Nightclub,Whirr,Friday,4/10/15,Rock
9024,DC9 Nightclub,River City Extension,Wednesday,4/15/15,Rock
9025,DC9 Nightclub,White Arrows,Friday,2/6/15,Dance-rock
9026,DC9 Nightclub,Body Language,Thursday,5/21/15,Electronica/Dance
9027,DC9 Nightclub,Natural Child,Sunday,5/10/15,Rock
9028,DC9 Nightclub,Torche,Sunday,3/29/15,Rock
9029,DC9 Nightclub,Lia Ices,Thursday,1/22/15,Alternative/Indie
9030,DC9 Nightclub,Those Darlins,Friday,5/8/15,Rock
9031,DC9 Nightclub,No Joy,Thursday,6/25/15,Shoegaze
9032,DC9 Nightclub,Twerps,Sunday,3/15/15,Alternative/Indie
9033,DC9 Nightclub,SOAK,Sunday,7/12/15,Alternative/Indie
9034,DC9 Nightclub,Empress Of,Wednesday,10/14/15,Alternative/Indie
9035,DC9 Nightclub,Teen Daze,Thursday,10/8/15,Electronica/Dance
9036,DC9 Nightclub,The Donkeys,Tuesday,5/5/15,Alternative/Indie
9037,DC9 Nightclub,CRUISR,Saturday,6/6/15,Alternative/Indie
9038,DC9 Nightclub,Matthew E. White,Saturday,8/8/15,Rock
9039,DC9 Nightclub,Son Little,Monday,11/9/15,Rhythm & blues
9040,DC9 Nightclub,You Blew It!,Monday,2/23/15,Alternative/Indie
9041,DC9 Nightclub,White Lung,Monday,6/8/15,Punk rock
9042,DC9 Nightclub,The Hotelier,Wednesday,11/4/15,Emo
9043,DC9 Nightclub,2:54,Saturday,2/28/15,Alternative rock
9044,DC9 Nightclub,Trails and Ways,Sunday,6/14/15,Indie pop
9045,DC9 Nightclub,Roadkill Ghost Choir,Saturday,1/17/15,Indie Rock
9046,DC9 Nightclub,Jack Garratt,Friday,5/29/15,Indie pop
9047,DC9 Nightclub,Joanna Gruesome,Sunday,11/1/15,Punk rock
9048,DC9 Nightclub,Tijuana Panthers,Monday,1/5/15,Alternative/Indie
9049,DC9 Nightclub,Elliott Brood,Saturday,1/31/15,Alternative country
9050,DC9 Nightclub,Operators,Monday,2/16/15,Electronica/Dance
9051,DC9 Nightclub,Hookworms,Thursday,4/16/15,Alternative/Indie
9052,DC9 Nightclub,Ezra Furman,Thursday,8/6/15,Indie Rock
9053,DC9 Nightclub,Maritime,Saturday,10/3/15,Alternative/Indie
9054,DC9 Nightclub,The Bright Light Social Hour,Thursday,4/9/15,Psychedelic rock
9055,DC9 Nightclub,Great Good Fine Ok,Thursday,6/4/15,Pop
9056,DC9 Nightclub,SomeKindaWonderful,Sunday,3/22/15,Rock
9057,DC9 Nightclub,The Apache Relay,Thursday,4/30/15,Alternative/Indie
9058,DC9 Nightclub,Holly Herndon,Wednesday,6/3/15,Electronic
9059,DC9 Nightclub,Tamaryn,Wednesday,9/2/15,Alternative/Indie
9060,DC9 Nightclub,Young Widows,Wednesday,3/18/15,Alternative/Indie
9061,DC9 Nightclub,Beacon,Thursday,2/19/15,Pop
9062,DC9 Nightclub,Planes Mistaken for Stars,Wednesday,7/22/15,Alternative/Indie
9063,DC9 Nightclub,Little May,Saturday,10/24/15,Alternative/Indie
9064,DC9 Nightclub,Superheaven,Thursday,6/18/15,Alternative/Indie
9065,DC9 Nightclub,East India Youth,Thursday,5/14/15,Electronic
9066,DC9 Nightclub,Brick + Mortar,Thursday,8/13/15,Alternative/Indie
9067,DC9 Nightclub,Pure Bathing Culture,Wednesday,10/7/15,Alternative/Indie
9068,DC9 Nightclub,Israel Nash,Wednesday,1/21/15,Alternative country
9069,DC9 Nightclub,Ki:Theory,Thursday,1/29/15,Alternative/Indie
9070,DC9 Nightclub,Paper Route,Wednesday,2/25/15,Alternative/Indie
9071,DC9 Nightclub,Tove Styrke,Monday,5/4/15,Pop
9072,DC9 Nightclub,Ki:Theory,Thursday,6/11/15,Alternative/Indie
9073,DC9 Nightclub,The Weather Station,Friday,7/17/15,Folk music
9074,DC9 Nightclub,Arum Rae,Tuesday,9/1/15,Americana
9075,DC9 Nightclub,Until The Ribbon Breaks,Thursday,9/17/15,Alternative/Indie
9076,DC9 Nightclub,The Wooden Sky,Thursday,7/9/15,indie folk
9077,DC9 Nightclub,Leisure Cruise,Sunday,2/22/15,Rock
9078,DC9 Nightclub,Hippo Campus,Friday,6/19/15,Alternative/Indie
9079,DC9 Nightclub,Dawn of Midi,Wednesday,7/29/15,Electronica/Dance
9080,DC9 Nightclub,Beach Slang,Monday,8/10/15,Punk rock
9081,DC9 Nightclub,Israel Nash,Tuesday,10/20/15,Alternative country
9082,DC9 Nightclub,Six Organs of Admittance,Sunday,4/26/15,Alternative/Indie
9083,DC9 Nightclub,Jakubi,Sunday,5/31/15,Pop
9084,DC9 Nightclub,PINS,Monday,6/29/15,Rock
9085,DC9 Nightclub,The Delta Saints,Thursday,8/27/15,Rock
9086,DC9 Nightclub,Jenny Hval,Wednesday,9/9/15,Avant-garde
9087,DC9 Nightclub,Superhumanoids,Wednesday,9/30/15,Alternative/Indie
9088,DC9 Nightclub,Dilly Dally,Thursday,11/12/15,Alternative rock
9089,DC9 Nightclub,Diane Coffee,Sunday,11/15/15,Alternative/Indie
9090,DC9 Nightclub,New Madrid,Wednesday,2/18/15,Alternative/Indie
9091,DC9 Nightclub,Desert Noises,Thursday,3/5/15,Alternative/Indie
9092,DC9 Nightclub,Kill Lincoln,Sunday,10/25/15,Alternative/Indie
9093,DC9 Nightclub,Natalie Prass,Wednesday,2/4/15,Alternative/Indie
9094,DC9 Nightclub,White Reaper,Thursday,2/12/15,Alternative/Indie
9095,DC9 Nightclub,July Talk,Thursday,2/26/15,Alternative/Indie
9096,DC9 Nightclub,Bop English,Monday,4/27/15,Rock
9097,DC9 Nightclub,Jesse Marchant,Friday,6/5/15,Folk rock
9098,DC9 Nightclub,MAGIC GIANT,Sunday,6/7/15,Indie folk
9099,DC9 Nightclub,Mourn,Monday,7/13/15,Rock
9100,DC9 Nightclub,Water Liars,Wednesday,4/29/15,Alternative/Indie
9101,DC9 Nightclub,Skylar Spence,Thursday,7/23/15,Alternative/Indie
9102,DC9 Nightclub,Lazyeyes,Friday,7/31/15,Alternative/Indie
9103,DC9 Nightclub,The Velvet Teen,Monday,8/3/15,Rock
9104,DC9 Nightclub,The Lonely Biscuits,Wednesday,8/12/15,Indie
9105,DC9 Nightclub,Good Graeff,Tuesday,9/29/15,Folk
9106,DC9 Nightclub,Strange Names,Tuesday,11/3/15,Rock
9107,DC9 Nightclub,Gavin James,Friday,11/20/15,Alternative/Indie
9108,DC9 Nightclub,Jamaican Queens,Monday,2/9/15,Alternative/Indie
9109,DC9 Nightclub,David Ryan Harris,Tuesday,10/27/15,Alternative/Indie
9110,DC9 Nightclub,Operators,Monday,1/12/15,Electronica/Dance
9111,DC9 Nightclub,Downfall of Gaia,Monday,1/26/15,Black metal
9112,DC9 Nightclub,Adia Victoria,Thursday,8/20/15,Alternative/Indie
9113,DC9 Nightclub,Lou Barlow,Friday,9/11/15,Alternative rock
9114,DC9 Nightclub,Paperhaus,Tuesday,10/13/15,Alternative/Indie
9115,DC9 Nightclub,Chaz French,Sunday,12/20/15,Rap/Hip Hop
9116,DC9 Nightclub,Adia Victoria,Sunday,1/25/15,Alternative/Indie
9117,DC9 Nightclub,Clones of Clones,Thursday,5/7/15,Indie Rock
9118,DC9 Nightclub,American Wrestlers,Monday,9/28/15,Indie Rock
9119,DC9 Nightclub,Good Graeff,Monday,3/30/15,Folk
9120,DC9 Nightclub,Iska Dhaaf,Wednesday,4/22/15,Alternative/Indie
9121,DC9 Nightclub,Dan Mangan + Blacksmith,Monday,6/1/15,Indie Rock
9122,DC9 Nightclub,Ewert and the Two Dragons,Tuesday,3/3/15,Indie folk rock
9123,DC9 Nightclub,The Answer,Tuesday,7/21/15,Rock
9124,DC9 Nightclub,Nick Diamonds,Sunday,9/13/15,Indie Rock
9125,DC9 Nightclub,Phil Cook,Friday,9/25/15,Folk
9126,DC9 Nightclub,River Whyless,Wednesday,12/9/15,Folk
9127,DC9 Nightclub,Dogs on Acid,Friday,12/11/15,Rock
9128,DC9 Nightclub,The Suffers,Tuesday,3/31/15,Soul/R&B
9129,DC9 Nightclub,Lost Lander,Tuesday,5/12/15,Rock
9130,DC9 Nightclub,Intergalactix,Friday,5/22/15,Electronica/Dance
9131,DC9 Nightclub,NE-HI,Sunday,8/16/15,Rock
9132,DC9 Nightclub,Brave Baby,Sunday,9/20/15,Alternative/Indie
9133,DC9 Nightclub,Truly,Thursday,9/24/15,Rock
9134,DC9 Nightclub,Matthew Friedberger,Friday,10/9/15,Alternative/Indie
9135,DC9 Nightclub,Deaf wisH,Monday,10/12/15,Alternative/Indie
9136,DC9 Nightclub,The Dirty Nil,Friday,11/6/15,Rock
9137,DC9 Nightclub,The Icarus Line,Monday,11/23/15,Alternative/Indie
9138,DC9 Nightclub,Solids,Thursday,3/19/15,Alternative/Indie
9139,DC9 Nightclub,Crooks on Tape,Monday,9/14/15,Alternative/Indie
9140,DC9 Nightclub,Brave Baby,Sunday,5/17/15,Alternative/Indie
9141,DC9 Nightclub,Guthrie Brown and the Family Tree,Sunday,7/5/15,Pop
9142,DC9 Nightclub,The Duskwhales,Sunday,5/3/15,Rock
9143,DC9 Nightclub,Landshapes,Wednesday,10/21/15,Rock
9144,DC9 Nightclub,Witt Lowry,Sunday,11/22/15,Alternative/Indie
9145,DC9 Nightclub,Exit Vehicles,Saturday,12/5/15,Alternative/Indie
9146,DC9 Nightclub,Pity Sex,Monday,6/13/16,Alternative/Indie
9147,DC9 Nightclub,Holy Fuck,Thursday,7/21/16,Electronica
9148,DC9 Nightclub,Diet Cig,Wednesday,8/10/16,Punk rock
9149,DC9 Nightclub,The Japanese House,Friday,11/25/16,Indie pop
9150,DC9 Nightclub,Max Frost,Sunday,5/8/16,Alternative/Indie
9151,DC9 Nightclub,The Orwells,Tuesday,11/1/16,Punk rock
9152,DC9 Nightclub,Tacocat,Tuesday,10/4/16,Pop punk
9153,DC9 Nightclub,The Districts,Saturday,12/3/16,Rock
9154,DC9 Nightclub,SOAK,Friday,6/24/16,Alternative/Indie
9155,DC9 Nightclub,Jessy Lanza,Wednesday,7/6/16,Synthpop
9156,DC9 Nightclub,Andy Shauf,Monday,12/5/16,Indie pop
9157,DC9 Nightclub,Bleached,Wednesday,4/13/16,Alternative/Indie
9158,DC9 Nightclub,Mutual Benefit,Monday,6/20/16,Alternative/Indie
9159,DC9 Nightclub,Savoir Adore,Thursday,8/11/16,Synthpop
9160,DC9 Nightclub,Cymbals Eat Guitars,Sunday,9/18/16,Indie Rock
9161,DC9 Nightclub,Wolves In the Throne Room,Thursday,9/15/16,Rock
9162,DC9 Nightclub,Day Wave,Thursday,5/12/16,Indie Rock
9163,DC9 Nightclub,The Dillinger Escape Plan,Tuesday,8/9/16,Mathcore
9164,DC9 Nightclub,Margaret Glaspy,Friday,10/28/16,Singer-songwriter
9165,DC9 Nightclub,Broncho,Saturday,6/25/16,Alternative/Indie
9166,DC9 Nightclub,The Weeks,Thursday,3/3/16,Alternative/Indie
9167,DC9 Nightclub,Great Good Fine Ok,Sunday,8/14/16,Pop
9168,DC9 Nightclub,Holychild,Wednesday,9/14/16,Indie pop
9169,DC9 Nightclub,Jenny Hval,Sunday,10/9/16,Avant-garde
9170,DC9 Nightclub,Diane Coffee,Saturday,7/23/16,Alternative/Indie
9171,DC9 Nightclub,Suuns,Wednesday,4/27/16,Krautrock
9172,DC9 Nightclub,CRUISR,Saturday,7/30/16,Alternative/Indie
9173,DC9 Nightclub,Still Corners,Tuesday,10/18/16,Dream pop
9174,DC9 Nightclub,Jeff Rosenstock,Thursday,11/17/16,Punk rock
9175,DC9 Nightclub,Earthless,Sunday,3/20/16,Instrumental rock
9176,DC9 Nightclub,Emmy the Great,Saturday,2/27/16,Bedroom Pop ]indie folk
9177,DC9 Nightclub,Mystic Braves,Monday,9/19/16,Alternative/Indie
9178,DC9 Nightclub,Le Butcherettes,Sunday,3/13/16,Rock
9179,DC9 Nightclub,Ages and Ages,Tuesday,9/27/16,Alternative/Indie
9180,DC9 Nightclub,Sorority Noise,Saturday,11/5/16,punk rock
9181,DC9 Nightclub,Matt Pond PA,Sunday,12/11/16,Indie Rock
9182,DC9 Nightclub,Radiation City,Monday,2/29/16,Indie Rock
9183,DC9 Nightclub,Quilt,Saturday,3/5/16,Alternative/Indie
9184,DC9 Nightclub,Natural Child,Wednesday,6/22/16,Rock
9185,DC9 Nightclub,Domo Genesis,Sunday,6/19/16,rap/hip hop
9186,DC9 Nightclub,Khruangbin,Tuesday,9/6/16,Electronica/Dance
9187,DC9 Nightclub,Caveman,Saturday,10/22/16,Alternative/Indie
9188,DC9 Nightclub,Violent Soho,Tuesday,9/13/16,Grunge
9189,DC9 Nightclub,Julien Baker,Tuesday,1/26/16,Alternative rock
9190,DC9 Nightclub,Field Music,Thursday,3/24/16,Indie Rock
9191,DC9 Nightclub,Yumi Zouma,Wednesday,6/8/16,Alternative/Indie
9192,DC9 Nightclub,Merchandise,Thursday,10/13/16,Pop
9193,DC9 Nightclub,American Wrestlers,Friday,12/9/16,Indie Rock
9194,DC9 Nightclub,You Won't,Saturday,5/21/16,Alternative/Indie
9195,DC9 Nightclub,Ryley Walker,Wednesday,10/26/16,Indie folk
9196,DC9 Nightclub,Restorations,Thursday,4/7/16,Alternative/Indie
9197,DC9 Nightclub,Chicano Batman,Tuesday,7/26/16,Latin
9198,DC9 Nightclub,Body Language,Friday,11/18/16,Electronica/Dance
9199,DC9 Nightclub,The Besnard Lakes,Monday,7/25/16,Indie Rock
9200,DC9 Nightclub,LVL UP,Sunday,9/11/16,Rock
9201,DC9 Nightclub,Tiny Moving Parts,Saturday,6/4/16,Alternative/Indie
9202,DC9 Nightclub,The Mystery Lights,Thursday,12/8/16,Rock
9203,DC9 Nightclub,Astronautalis,Sunday,5/15/16,Rap/Hip Hop
9204,DC9 Nightclub,Elliot Moss,Wednesday,9/28/16,Alternative
9205,DC9 Nightclub,July Talk,Thursday,11/3/16,Alternative/Indie
9206,DC9 Nightclub,True Widow,Saturday,4/23/16,Alternative/Indie
9207,DC9 Nightclub,Plants and Animals,Tuesday,5/10/16,Indie Rock
9208,DC9 Nightclub,Marissa Nadler,Sunday,7/24/16,Folk
9209,DC9 Nightclub,From Indian Lakes,Saturday,10/15/16,Indie Rock
9210,DC9 Nightclub,Big Business,Sunday,10/30/16,Rock
9211,DC9 Nightclub,The Veils,Friday,11/4/16,Indie
9212,DC9 Nightclub,Paper Route,Wednesday,11/9/16,Alternative/Indie
9213,DC9 Nightclub,Loved Ones,Tuesday,2/16/16,R&B
9214,DC9 Nightclub,Bear Mountain,Friday,4/29/16,Alternative/Indie
9215,DC9 Nightclub,Avers,Wednesday,8/3/16,Rock
9216,DC9 Nightclub,Highasakite,Thursday,9/8/16,Indie Rock
9217,DC9 Nightclub,Poster Children,Friday,9/30/16,Alternative/Indie
9218,DC9 Nightclub,Cullen Omori,Monday,4/18/16,Indie Rock
9219,DC9 Nightclub,Lincoln Durham,Wednesday,5/25/16,Folk
9220,DC9 Nightclub,Water Liars,Wednesday,7/20/16,Alternative/Indie
9221,DC9 Nightclub,Operators,Tuesday,4/19/16,Electronica/Dance
9222,DC9 Nightclub,Avers,Monday,5/9/16,Rock
9223,DC9 Nightclub,The Lonely Biscuits,Thursday,6/2/16,Indie
9224,DC9 Nightclub,Inter Arma,Tuesday,7/5/16,Rock
9225,DC9 Nightclub,Rocky Votolato,Saturday,9/17/16,Alternative/Indie
9226,DC9 Nightclub,Morgan Delt,Tuesday,9/20/16,Alternative/Indie
9227,DC9 Nightclub,Seratones,Thursday,10/20/16,Rock
9228,DC9 Nightclub,Xylouris White,Wednesday,11/30/16,World
9229,DC9 Nightclub,Thank You Scientist,Sunday,12/4/16,Alternative/Indie
9230,DC9 Nightclub,Caveman,Saturday,12/17/16,Alternative/Indie
9231,DC9 Nightclub,The Smith Street Band,Thursday,3/31/16,Folk-punk
9232,DC9 Nightclub,Adia Victoria,Sunday,10/16/16,Alternative/Indie
9233,DC9 Nightclub,Martin Courtney,Wednesday,2/3/16,Indie Rock
9234,DC9 Nightclub,Freakwater,Thursday,2/18/16,Alternative country
9235,DC9 Nightclub,Fear of Men,Thursday,6/30/16,Alternative/Indie
9236,DC9 Nightclub,Boogarins,Sunday,7/31/16,Alternative/Indie
9237,DC9 Nightclub,The Deslondes,Thursday,9/22/16,Americana
9238,DC9 Nightclub,Tor Miller,Thursday,1/21/16,Alternative/Indie
9239,DC9 Nightclub,Bright Light Bright Light,Wednesday,9/7/16,Electropop
9240,DC9 Nightclub,Beaty Heart,Monday,9/26/16,Alternative/Indie
9241,DC9 Nightclub,The Effects,Friday,10/14/16,Rock
9242,DC9 Nightclub,Blanck Mass,Tuesday,3/8/16,Drone
9243,DC9 Nightclub,Dave East,Tuesday,4/12/16,Rap/Hip Hop
9244,DC9 Nightclub,The Kickback,Friday,5/13/16,Rock
9245,DC9 Nightclub,Mrs. Magician,Sunday,6/5/16,Alternative/Indie
9246,DC9 Nightclub,Gang of Youths,Friday,6/10/16,Alternative/Indie
9247,DC9 Nightclub,Gringo Star,Monday,8/15/16,Rock
9248,DC9 Nightclub,Goblin Cock,Friday,9/23/16,Alternative/Indie
9249,DC9 Nightclub,King Giant,Tuesday,10/11/16,Rock
9250,DC9 Nightclub,Potty Mouth,Friday,2/26/16,Alternative/Indie
9251,DC9 Nightclub,Great Peacock,Friday,3/25/16,Rock
9252,DC9 Nightclub,Good Graeff,Wednesday,5/11/16,Folk
9253,DC9 Nightclub,The Life and Times,Saturday,11/19/16,Rock
9254,DC9 Nightclub,Yip Deceiver,Thursday,8/4/16,Pop
9255,DC9 Nightclub,Timmy's Organism,Wednesday,2/17/16,Alternative/Indie
9256,DC9 Nightclub,Gwenno,Thursday,5/19/16,Electropop
9257,DC9 Nightclub,Luray,Tuesday,6/7/16,Folk
9258,DC9 Nightclub,Humble Fire,Thursday,7/7/16,Rock
9259,DC9 Nightclub,Field Mouse,Sunday,9/18/16,Rock
9260,DC9 Nightclub,Silver Snakes,Monday,10/3/16,Alternative/Indie
9261,DC9 Nightclub,Snog,Sunday,4/17/16,Electronica/Dance
9262,DC9 Nightclub,Bob Log III,Saturday,8/27/16,Rock and rollLo-fiExperimental rockSlide guitar blues
9263,DC9 Nightclub,Jay IDK,Monday,4/4/16,Rap/Hip Hop
9264,DC9 Nightclub,Jay IDK,Wednesday,3/23/16,Rap/Hip Hop
9265,DC9 Nightclub,Sound of Ceres,Tuesday,4/5/16,Dreampop Euroexplosionism
9266,DC9 Nightclub,Jared Evan,Saturday,4/30/16,Soul
9267,DC9 Nightclub,Muuy Biien,Sunday,5/1/16,Alternative/Indie
9268,DC9 Nightclub,Nicholas Allbrook,Thursday,7/14/16,Alternative/Indie
9269,DC9 Nightclub,The Quaker City Night Hawks,Monday,9/12/16,Soul
9270,DC9 Nightclub,Jaye Jayle,Tuesday,10/25/16,Alternative/Indie
9271,DC9 Nightclub,Wesley Stromberg,Sunday,11/20/16,Reggae pop
9272,DC9 Nightclub,Ghastly City Sleep,Sunday,2/21/16,Alternative/Indie
9273,DC9 Nightclub,Wild Throne,Saturday,4/16/16,Pop
9274,DC9 Nightclub,Holy Ghost Tent Revival,Wednesday,6/15/16,Rock
9275,DC9 Nightclub,Tedo Stone,Wednesday,3/2/16,Rock
9276,DC9 Nightclub,Sons of an Illustrious Father,Monday,3/7/16,Rock
9277,DC9 Nightclub,The Last Year,Tuesday,3/29/16,Alternative/Indie
9278,DC9 Nightclub,Ryan Beaver,Friday,5/6/16,Country
9279,DC9 Nightclub,C.W. Stoneking,Tuesday,5/24/16,Blues
9280,DC9 Nightclub,Corbu,Tuesday,8/2/16,Rock
9281,DC9 Nightclub,Retox,Friday,9/9/16,Alternative/Indie
9282,DC9 Nightclub,VanLadyLove,Sunday,10/2/16,Pop
9283,DC9 Nightclub,Mundy,Monday,10/31/16,Folk
9284,DC9 Nightclub,Surfer Blood,Friday,4/21/17,Indie Rock
9285,DC9 Nightclub,Cherry Glazerr,Sunday,1/15/17,Alternative/Indie
9286,DC9 Nightclub,Great Good Fine Ok,Monday,1/30/17,Pop
9287,DC9 Nightclub,Mild High Club,Monday,10/23/17,Alternative/Indie
9288,DC9 Nightclub,In the Valley Below,Tuesday,8/15/17,Alternative/Indie
9289,DC9 Nightclub,Wild Cub,Friday,9/29/17,Indie Rock
9290,DC9 Nightclub,The Weeks,Thursday,4/6/17,Alternative/Indie
9291,DC9 Nightclub,Lady Lamb,Sunday,2/12/17,Indie Rock
9292,DC9 Nightclub,EMA,Wednesday,11/8/17,Alternative/Indie
9293,DC9 Nightclub,Frenship,Friday,9/15/17,Pop
9294,DC9 Nightclub,All Them Witches,Tuesday,3/7/17,Blues rock
9295,DC9 Nightclub,XYL•À_•À_,Wednesday,9/27/17,Alternative/Indie
9296,DC9 Nightclub,Black Marble,Saturday,2/4/17,Alternative/Indie
9297,DC9 Nightclub,Max Frost,Monday,10/9/17,Alternative/Indie
9298,DC9 Nightclub,Savoir Adore,Friday,6/16/17,Synthpop
9299,DC9 Nightclub,Elliot Moss,Wednesday,6/21/17,Alternative
9300,DC9 Nightclub,Florist,Tuesday,10/24/17,Electronica/Dance
9301,DC9 Nightclub,Black Kids,Sunday,10/22/17,Indie Rock
9302,DC9 Nightclub,Dungen,Friday,3/17/17,Indie Rock
9303,DC9 Nightclub,The Garden,Sunday,4/16/17,Alternative/Indie
9304,DC9 Nightclub,Broncho,Monday,7/10/17,Alternative/Indie
9305,DC9 Nightclub,River Whyless,Wednesday,2/22/17,Folk
9306,DC9 Nightclub,Downtown Boys,Monday,9/4/17,Alternative/Indie
9307,DC9 Nightclub,Moon Duo,Saturday,4/29/17,Alternative/Indie
9308,DC9 Nightclub,Holy Fuck,Monday,5/15/17,Electronica
9309,DC9 Nightclub,Frankie Rose,Tuesday,9/12/17,Alternative/Indie
9310,DC9 Nightclub,Brick + Mortar,Saturday,8/19/17,Alternative/Indie
9311,DC9 Nightclub,Susto,Saturday,1/21/17,Pop
9312,DC9 Nightclub,The Octopus Project,Monday,4/10/17,Experimental
9313,DC9 Nightclub,Ultimate Painting,Wednesday,7/19/17,Indie Rock
9314,DC9 Nightclub,Widowspeak,Tuesday,10/10/17,Indie Rock
9315,DC9 Nightclub,The Coathangers,Tuesday,4/18/17,Punk rock
9316,DC9 Nightclub,The Lighthouse and The Whaler,Wednesday,10/11/17,Indie Rock
9317,DC9 Nightclub,Kaitlyn Aurelia Smith,Saturday,11/4/17,Electronica
9318,DC9 Nightclub,Oathbreaker,Thursday,3/16/17,Alternative/Indie
9319,DC9 Nightclub,Six Organs of Admittance,Friday,3/31/17,Alternative/Indie
9320,DC9 Nightclub,weaves,Sunday,10/15/17,Alternative/Indie
9321,DC9 Nightclub,Big Business,Sunday,7/2/17,Rock
9322,DC9 Nightclub,The Courtneys,Friday,10/13/17,Alternative/Indie
9323,DC9 Nightclub,The Mynabirds,Wednesday,9/20/17,Rock
9324,DC9 Nightclub,Sean Rowe,Friday,4/28/17,Alternative/Indie
9325,DC9 Nightclub,Skating Polly,Sunday,5/21/17,Riot grrrl
9326,DC9 Nightclub,Happyness,Friday,6/9/17,Rock
9327,DC9 Nightclub,The Smith Street Band,Tuesday,9/5/17,Folk-punk
9328,DC9 Nightclub,Ha Ha Tonka,Wednesday,6/14/17,Indie rockSouthern rock
9329,DC9 Nightclub,LOLO,Friday,2/24/17,Electronica/Dance
9330,DC9 Nightclub,Frontier Ruckus,Monday,2/27/17,Folk
9331,DC9 Nightclub,Methyl Ethel,Saturday,4/22/17,Alternative/Indie
9332,DC9 Nightclub,Planes Mistaken for Stars,Monday,6/26/17,Alternative/Indie
9333,DC9 Nightclub,Palm,Wednesday,7/26/17,Rock
9334,DC9 Nightclub,C.W. Stoneking,Friday,7/28/17,Blues
9335,DC9 Nightclub,Grieves,Thursday,9/21/17,Rap/Hip Hop
9336,DC9 Nightclub,A Giant Dog,Sunday,9/3/17,Rock
9337,DC9 Nightclub,Big Ups,Tuesday,9/26/17,Alternative/Indie
9338,DC9 Nightclub,July Talk,Monday,2/13/17,Alternative/Indie
9339,DC9 Nightclub,Adult.,Thursday,5/11/17,Electroclash
9340,DC9 Nightclub,Daniel Romano,Thursday,6/15/17,Country
9341,DC9 Nightclub,The Dears,Friday,11/3/17,Indie Rock
9342,DC9 Nightclub,This Is The Kit,Friday,10/27/17,Alternative rockFolk rock
9343,DC9 Nightclub,Greta Van Fleet,Saturday,8/26/17,Hard rock
9344,DC9 Nightclub,Cloakroom,Thursday,1/19/17,Alternative/Indie
9345,DC9 Nightclub,Sallie Ford,Friday,4/14/17,Rock
9346,DC9 Nightclub,Moving Units,Wednesday,3/1/17,Rock
9347,DC9 Nightclub,Amy Shark,Thursday,6/1/17,Pop
9348,DC9 Nightclub,Night Birds,Saturday,7/15/17,Rock
9349,DC9 Nightclub,Lionize,Saturday,7/22/17,Hard rock
9350,DC9 Nightclub,Emarosa,Sunday,10/1/17,Post-hardcore
9351,DC9 Nightclub,All Get Out,Thursday,8/24/17,Rock
9352,DC9 Nightclub,NE-HI,Monday,3/27/17,Rock
9353,DC9 Nightclub,Iron Chic,Sunday,5/14/17,Rock
9354,DC9 Nightclub,Tim Kasher,Wednesday,5/31/17,Indie Rock
9355,DC9 Nightclub,Girl Band,Thursday,4/20/17,Alternative/Indie
9356,DC9 Nightclub,Tobin Sprout,Tuesday,4/25/17,Alternative/Indie
9357,DC9 Nightclub,Whores.,Wednesday,5/17/17,Rock
9358,DC9 Nightclub,Dead Heavens,Sunday,6/18/17,blues rock
9359,DC9 Nightclub,Aaron Lee Tasjan,Tuesday,3/21/17,folk rock
9360,DC9 Nightclub,Chain of Flowers,Monday,3/6/17,Rock
9361,DC9 Nightclub,Lydia Ainsworth,Wednesday,4/19/17,Electronica/Dance
9362,DC9 Nightclub,Lincoln Durham,Tuesday,5/23/17,Folk
9363,DC9 Nightclub,The Skints,Thursday,7/13/17,Reggae/Ska
9364,DC9 Nightclub,Tristen,Thursday,7/27/17,Pop
9365,DC9 Nightclub,Laetitia Sadier,Sunday,8/6/17,Post-rock
9366,DC9 Nightclub,Elliott Brood,Thursday,11/16/17,Alternative country
9367,DC9 Nightclub,NE-HI,Friday,9/8/17,Rock
