"","venue","headliner","support","weekday","date","time","ticket_price"
"25187","U Street Music Hall","ODESZA","Ambassadeurs","Tuesday",2014-09-30,"7:00 PM","
			 $15.00       "
"25188","U Street Music Hall","Kiesza","Mixtape","Monday",2014-09-29,"7:00 PM","
			 $20       "
"25189","U Street Music Hall","Phaeleh","Julez, Jett Chandon","Sunday",2014-09-28,"9:00 PM","
			 $10.00       "
"25190","U Street Music Hall","Lane 8","Lancelot, Caleb L'Etoile","Saturday",2014-09-27,"10:00 PM","
			 $10.00       "
"25191","U Street Music Hall","Paloma Faith","Liam Bailey","Saturday",2014-09-27,"6:30 PM","
			 $15-20       "
"25192","U Street Music Hall","Bonobo (DJ Set - at 9:30 Club)","Jim-E Stack","Friday",2014-09-26,"10:30 PM","
			 $20       "
"25193","U Street Music Hall","Waze & Odyssey","Sam Burns, Eau Claire & Philco, Andy Grant","Friday",2014-09-26,"10:00 PM","
			 $10.00       "
"25194","U Street Music Hall","Sondre Lerche","TEEN","Friday",2014-09-26,"7:00 PM","
			 $15       "
"25195","U Street Music Hall","Gent & Jawns","AO Beats, Manila Killa","Thursday",2014-09-25,"10:00 PM","
			 $5.00 - $10.00       "
"25196","U Street Music Hall","Stick Figure","Pacific Dub, Hirie","Thursday",2014-09-25,"6:00 PM","
			 $15       "
"25197","U Street Music Hall","Bliss 14 Year Anniversary: Will Eastman 6 hour set","","Saturday",2014-09-20,"10:00 PM","
			 $5-$10       "
"25198","U Street Music Hall","How To Dress Well","Nite Jewel","Saturday",2014-09-20,"7:00 PM","
			 $15       "
"25199","U Street Music Hall","Wolf + Lamb & Nick Monaco (Live)","Life on Planets","Friday",2014-09-19,"10:00 PM","
			 $10.00       "
"25200","U Street Music Hall","Rubblebucket","Body Language","Friday",2014-09-19,"7:00 PM","
			 $18       "
"25201","U Street Music Hall","Simian Mobile Disco performing Whorl","Protect-U (Live), Sami Y.","Thursday",2014-09-18,"9:00 PM","
			 $20.00       "
"25202","U Street Music Hall","Hyperdub Tour","Kode9, DJ Spinn, Scratcha DVA, Refugee","Wednesday",2014-09-17,"9:00 PM","
			 $12.00       "
"25203","U Street Music Hall","Dub FX","Thunderball, Rex Riddem of Nappy Riddem","Tuesday",2014-09-16,"9:00 PM","
			 $15.00       "
"25204","U Street Music Hall","Madchester Monday","Steven Faith, Alex Tebeleff (of Paperhaus)","Monday",2014-09-15,"7:00 PM","
			 $0-5       "
"25205","U Street Music Hall","Bomba Estereo","Maracuyeah","Sunday",2014-09-14,"8:00 PM","
			 $22-25       "
"25206","U Street Music Hall","Holy Ghost! (DJ Set)","DJ Baronhawk","Saturday",2014-09-13,"10:00 PM","
			 $15.00       "
"25207","U Street Music Hall","Autograf","Hotel Garuda, Feed Me Disco with Eau Claire","Friday",2014-09-12,"10:00 PM","
			 $10.00       "
"25208","U Street Music Hall","Reptar","New Madrid","Thursday",2014-09-11,"8:00 PM","
			 $12.00       "
"25209","U Street Music Hall","Tiger & Woods","Enea & Ozker","Wednesday",2014-09-10,"10:00 PM","
			 $10.00       "
"25210","U Street Music Hall","The Weeks","Brave Baby","Wednesday",2014-09-10,"Doors: 7:00 pm / Show: 7:00 pm ","
			 $15       "
"25211","U Street Music Hall","Sir Sly & Wolf Gang","Secret Someones","Monday",2014-09-08,"7:00 PM","
			 $15       "
"25212","U Street Music Hall","Rudimental (DJ Set)","My Nu Leng, Harry Ransom","Sunday",2014-09-07,"10:00 PM","
			 $15.00       "
"25213","U Street Music Hall","Bit Funk","Zimmer, Body Jam DJs (Sean P & Mike T)","Saturday",2014-09-06,"10:00 PM","
			 $10.00       "
"25214","U Street Music Hall","Jamie xx (at 9:30 Club)","Mattis (Hivern Discs)","Friday",2014-09-05,"10:00 PM","
			 $20       "
"25215","U Street Music Hall","Lee Foss","Charles Martin, Mr. Bonkerz","Friday",2014-09-05,"10:00 PM","
			 $15.00       "
"25216","U Street Music Hall","#andparty","I.V., Beltway Banditz, Sumner, Tropixxx","Thursday",2014-09-04,"10:00 PM","
			 $5.00       "
"25217","U Street Music Hall","Heffron Drive","Ariana and the Rose","Thursday",2014-09-04,"7:00 PM","
			 $25       "
"25218","U Street Music Hall","Lone","Konx-om-Pax, Philip Goyette","Wednesday",2014-09-03,"9:00 PM","
			 $12.00       "
"25219","U Street Music Hall","Optical","Slant, Julez, Ken Lazee","Sunday",2014-08-31,"10:00 PM","
			 $10.00       "
"25220","U Street Music Hall","Juan MacLean (DJ Set)","Chris Burns","Saturday",2014-08-30,"10:00 PM","
			 $10.00       "
"25221","U Street Music Hall","Beautiful Swimmers","Steve Summers (live), 1432R DJs (aLamont and Jane Junior)","Friday",2014-08-29,"10:00 PM","
			 $10.00       "
"25222","U Street Music Hall","Martin Flex","Proxxy & Lantern, 2rip, Malphunktion, DJ Obscure","Thursday",2014-08-28,"9:00 PM","
			 $5.00       "
"25223","U Street Music Hall","Kill Paris","RaceCarBed, Sumner","Wednesday",2014-08-27,"10:00 PM","
			 $15.00       "
"25224","U Street Music Hall","Icicle","Phil Discord, Coastill, Globb","Sunday",2014-08-24,"10:00 PM","
			 $5.00 - $15.00       "
"25225","U Street Music Hall","Bliss with Special Guest option4","Will Eastman","Saturday",2014-08-23,"10:00 PM","
			 $10.00       "
"25226","U Street Music Hall","ROAM V","DJ Lisa Frank, Chris Nitti, Sami Y., DJ Nav, Taiga","Friday",2014-08-22,"10:00 PM","
			 $10.00       "
"25227","U Street Music Hall","Mr. Scruff (Open-to-Close Set!)","","Thursday",2014-08-21,"10:00 PM","
			 $10.00       "
"25228","U Street Music Hall","Kongos","","Monday",2014-08-18,"Doors: 7:00 pm / Show: 7:00 pm ","
			 $15       "
"25229","U Street Music Hall","Doc Scott and Bailey","MC T.R.A.C, Slant","Sunday",2014-08-17,"9:00 PM","
			 $10.00       "
"25230","U Street Music Hall","Tittsworth and Worthy","James Nasty","Saturday",2014-08-16,"10:00 PM","
			 $10.00       "
"25231","U Street Music Hall","Green Velvet","Bordello, Outputmessage (live)","Friday",2014-08-15,"10:00 PM","
			 $12.00       "
"25232","U Street Music Hall","Miniature Tigers (Live)","the Griswolds, Great Good Fine Okay","Thursday",2014-08-14,"9:00 PM","
			 $12-15       "
"25233","U Street Music Hall","Moombahton Massive XXXVIII","Nadastrom, Sabo, Tropixxx","Wednesday",2014-08-13,"9:00 PM","
			 $10.00       "
"25234","U Street Music Hall","Rock Creek Social Club 4 Year Anniversary w/ Vashtie","Spinser Tracy, Jerome Baker III","Tuesday",2014-08-12,"10:00 PM","
			 $10.00       "
"25235","U Street Music Hall","Freestyle Session Capital Qualifier: 3v3 Bboy/Bgirl Competition","","Sunday",2014-08-10,"2:00 PM","
			 $15.00       "
"25236","U Street Music Hall","Martyn","Curses, Vanniety Kills vs. Seany Ranks","Saturday",2014-08-09,"10:00 PM","
			 $10.00       "
"25237","U Street Music Hall","KING","Columbia Nights","Saturday",2014-08-09,"7:00 PM","
			 $15-20       "
"25238","U Street Music Hall","DJ Pierre","R&B","Friday",2014-08-08,"10:00 PM","
			 $10.00       "
"25239","U Street Music Hall","Yung Gleesh","Grande Marshall, Sir EU, Uno Hype, Mike of Doom, Flash Frequency","Friday",2014-08-08,"7:00 PM","
			 $15       "
"25240","U Street Music Hall","Obey City","","Thursday",2014-08-07,"10:00 PM","
			 $7.00       "
"25241","U Street Music Hall","Phil Discord","Toy Maka, Eddie Trax","Wednesday",2014-08-06,"10:00 PM","
			 $5.00       "
"25242","U Street Music Hall","""Ras Griffin III"" Mixtape Release Party","performance by Ras Nebyu, music by DJ K-Meta & DJ Underdog (Unseen), live art by Thrd Wrld","Sunday",2014-08-03,"6:00 pm  (event ends at 10:00 pm)","
			 $5.00       "
"25243","U Street Music Hall","Beardyman","Proxxy & Lantern","Saturday",2014-08-02,"11:00 PM","
			 $15.00       "
"25244","U Street Music Hall","Turquoise Jeep","Akoko","Saturday",2014-08-02,"7:00 PM","
			 $15       "
"25245","U Street Music Hall","Ejeca","Urulu, Jus Nowhere","Friday",2014-08-01,"10:00 PM","
			 $10.00       "
"25246","U Street Music Hall","Seth Troxler","Jubilee (DC), Boss Ross","Thursday",2014-07-31,"9:00 PM","
			 $15.00       "
"25247","U Street Music Hall","Rustie","I.V., Cosby","Wednesday",2014-07-30,"9:00 PM","
			 $10.00       "
"25248","U Street Music Hall","Mates of State","Sean Barna","Monday",2014-07-28,"7:00 PM","
			 $20       "
"25249","U Street Music Hall","Bliss w/ Will Eastman","Keenan Orr","Saturday",2014-07-26,"10:00 PM","
			 $10.00       "
"25250","U Street Music Hall","Lee Burridge","DJ Lisa Frank, Chris Nitti","Friday",2014-07-25,"10:00 PM","
			 $12.00       "
"25251","U Street Music Hall","Official Flume Afterparty: Alex Young","RuddyP, Royal, I.V.","Thursday",2014-07-24,"10:00 PM","
			 $10.00       "
"25252","U Street Music Hall","Flume (at 9:30 Club)","Goldlink","Thursday",2014-07-24,"8:00 PM","
			 $25       "
"25253","U Street Music Hall","Avey Tare's Slasher Flicks","Odwalla88, Steven Faith","Wednesday",2014-07-23,"9:00 PM","
			 $15.00       "
"25254","U Street Music Hall","Flume (at 9:30 Club)","Goldlink","Wednesday",2014-07-23,"8:00 PM","
			 $25       "
"25255","U Street Music Hall","Maztek","Gangsta Fun, Subversions (DJ AMP & Deinfamous w/ MC Twisty), Render One vs. Rutch Dudder, Karma","Sunday",2014-07-20,"9:00 PM","
			 $10.00       "
"25256","U Street Music Hall","Bot (formerly of Crookers)","Astronomar, Neoteric","Saturday",2014-07-19,"10:00 PM","
			 $10.00       "
"25257","U Street Music Hall","Jay Brannan","Dead Professional","Saturday",2014-07-19,"7:00 PM","
			 $15       "
"25258","U Street Music Hall","Charles Feelgood","LoveGrove, Tim Jackson","Friday",2014-07-18,"10:00 PM","
			 $10.00       "
"25259","U Street Music Hall","Bass Nation with Loudpvck and K Theory (live)","Ajaax, Beltway Banditz","Thursday",2014-07-17,"10:00 PM",""
"25260","U Street Music Hall","Klangkarussell","DJ Ayres","Wednesday",2014-07-16,"10:00 PM","
			 $10.00       "
"25261","U Street Music Hall","A3C festival Circuit Featuring: Lightshow & Phil Ade","DJ Kidd Marvel","Tuesday",2014-07-15,"7:00 PM","
			 $15       "
"25262","U Street Music Hall","Nightmares on Wax","Son Little, Christine Moritz","Sunday",2014-07-13,"9:00 PM","
			 $12.00       "
"25263","U Street Music Hall","French Express Label Night","Moon Boots, Perseus, Jonas Rathsman, Isaac Tichauer","Saturday",2014-07-12,"10:00 PM","
			 $20.00       "
"25264","U Street Music Hall","Hector","Adam Collins (House On Mute), Cry Baby (House On Mute)","Friday",2014-07-11,"10:00 PM","
			 $10.00       "
"25265","U Street Music Hall","Sumner","Kryogen","Thursday",2014-07-10,"10:00 PM","
			 Free       "
"25266","U Street Music Hall","Ana Tijoux","Rebel Diaz, Maracuyeah","Thursday",2014-07-10,"7:00 PM","
			 $17.50-23.00       "
"25267","U Street Music Hall","Glass Animals","Tei Shi, Vedas","Tuesday",2014-07-08,"7:00 PM","
			 $12-15       "
"25268","U Street Music Hall","Pleasurekraft","Lomez","Saturday",2014-07-05,"10:00 PM","
			 $15.00       "
"25269","U Street Music Hall","Back in the Day","DJ Who, Slant, Simon & Sinestro, Ray Casil","Friday",2014-07-04,"10:00 PM","
			 $10.00       "
"25270","U Street Music Hall","The Big Boom feat. Gigamesh","DJ Stickybuds, Fort Knox Five, All Good Funk Alliance vs. Qdup","Thursday",2014-07-03,"9:00 PM","
			 $10.00       "
"25271","U Street Music Hall","Dubfire (Open-to-close set!)","","Wednesday",2014-07-02,"10:00 PM","
			 $12.00       "
"25272","U Street Music Hall","Sage Francis","B. Dolan, Prolyphic, Seez Mics","Tuesday",2014-07-01,"7:00 PM","
			 $15       "
"25273","U Street Music Hall","Joe Kay","Andre Power, //Fractions, DJ Kidd Marvel","Sunday",2014-06-29,"10:00 PM","
			 $10-15       "
"25274","U Street Music Hall","BLISS: Blisspop Crew Night!","Will Eastman, Caleb L'Etoile, DJ Baronhawk, Ozker, Steven Faith","Saturday",2014-06-28,"10:00 PM","
			 $10.00       "
"25275","U Street Music Hall","Miguel Migs","Silence in Metropolis DJs (Funkdamentalist & Jackson Ryland)","Friday",2014-06-27,"10:00 PM","
			 $12.00       "
"25276","U Street Music Hall","Story League ALL-STARS Tournament 8 - Loaded","","Friday",2014-06-27,"7:00 PM","
			 $15.00       "
"25277","U Street Music Hall","Goldroom (Live)","Brett, Man & Woman","Thursday",2014-06-26,"9:00 PM","
			 $15.00       "
"25278","U Street Music Hall","Skream","Nadastrom","Wednesday",2014-06-25,"9:00 PM","
			 $25.00       "
"25279","U Street Music Hall","Capital Cities DJ Set feat. Sebu","Tommy Cornelis","Tuesday",2014-06-24,"10:00 PM","
			 $15.00       "
"25280","U Street Music Hall","Yellow Claw","RaceCarBed, The Clown Prince","Sunday",2014-06-22,"9:00 PM","
			 $10.00       "
"25281","U Street Music Hall","Treasure Fingers and Amtrac","Caleb L'Etoile","Saturday",2014-06-21,"10:00 PM","
			 $12.00       "
"25282","U Street Music Hall","El_Txef_A","Sam Burns, Eau Claire & Philco, Brian Billion","Friday",2014-06-20,"10:00 PM","
			 $15.00       "
"25283","U Street Music Hall","DJ Icey","Keith MacKenzie, Tim The Enchanter, Tektite, Ciconte","Thursday",2014-06-19,"10:00 PM","
			 $10-15       "
"25284","U Street Music Hall","A-Trak (at 9:30 Club)","Nadastrom, Alex Young, Mista Selecta, Royal","Thursday",2014-06-19,"7:00 PM","
			 $25       "
"25285","U Street Music Hall","Ben Ottewell (of Gomez)","Swear and Shake, Buddy","Thursday",2014-06-19,"7:00 PM","
			 $15       "
"25286","U Street Music Hall","Ghost Beach and Panama Wedding","Coin","Wednesday",2014-06-18,"8:00 PM","
			 $12-15       "
"25287","U Street Music Hall","Heems","","Tuesday",2014-06-17,"7:00 PM","
			 $15       "
"25288","U Street Music Hall","BadBadNotGood","","Sunday",2014-06-15,"7:00 PM","
			 $15       "
"25289","U Street Music Hall","The Union BBQ Afterparty","Ozker, Baronhawk, Caleb L'Etoile, Plus Special Surprise Guests","Saturday",2014-06-14,"10:00 PM","
			 $10.00       "
"25290","U Street Music Hall","The Union BBQ (Dock 5 at Union Market) - Tickets available at the door","Jamie xx (at 9:30 Club), Kaytranada, Viceroy, Orchard Lounge, Moombahton Massive Stage: Nadastrom, Sabo, Tittsworth, Gent & Jawns, Hotbox, Max Glazer, Jen Lasher","Saturday",2014-06-14,"12:00 pm  (event ends at 12:00 am)","
			 $40       "
"25291","U Street Music Hall","The Union BBQ (Dock 5 at Union Market) - Tickets available at the door","Jamie xx (at 9:30 Club), Kaytranada, Viceroy, Orchard Lounge, Animal Collective (Deakin, Geologist & Avey Tare DJ Set), Martyn, Moombahton Massive Stage: Nadastrom, Sabo, Tittsworth, Gent & Jawns, Hotbox, Max Glazer, Jen Lasher, Locals: Sam Burns, Will Eastman, DJ Lisa Frank, Steven Faith, Brothers Brau","Saturday",2014-06-14,"12:00 pm  (event ends at 11:00 pm)","
			 $40       "
"25292","U Street Music Hall","Farid","Juan Zapata, DJ Nav","Friday",2014-06-13,"10:00 PM","
			 $10.00       "
"25293","U Street Music Hall","Fuck Buttons","Protect-U","Friday",2014-06-13,"Doors: 7:00 pm / Show: 7:00 pm ","
			 $20       "
"25294","U Street Music Hall","Deep Sessions","Leon Switch, Kaiju, DJ MADD, MC Toast, Deep Sessions Crew","Wednesday",2014-06-11,"10:00 PM","
			 $15.00       "
"25295","U Street Music Hall","Bas","Uno Hype","Wednesday",2014-06-11,"Doors: 7:00 pm / Show: 7:00 pm ","
			 $15       "
"25296","U Street Music Hall","People Under The Stairs","Lushlife","Tuesday",2014-06-10,"Doors: 7:00 pm / Show: 7:00 pm ","
			 $15       "
"25297","U Street Music Hall","PRIDE, Honey! feat. Honey Soundsystem, Honey Dijon and Nancy Whang","DJ Lisa Frank, Bil Todd, Baronhawk, Tommy Cornelis","Sunday",2014-06-08,"7:00 PM","
			 $10.00       "
"25298","U Street Music Hall","J. Phlip","Kill Frenzy, Harry Ransom","Saturday",2014-06-07,"10:00 PM","
			 $10.00       "
"25299","U Street Music Hall","Yousef","Jerome LOL, Philip Goyette","Friday",2014-06-06,"10:00 PM","
			 $10.00       "
"25300","U Street Music Hall","Banks","Jerome LOL","Friday",2014-06-06,"Doors: 7:00 pm / Show: 7:00 pm ","
			 $20       "
"25301","U Street Music Hall","Bass Nation DC feat. Party Favor and Imanos","","Thursday",2014-06-05,"10:00 PM",""
"25302","U Street Music Hall","Kygo","Bodhi, Caleb L'Etoile","Wednesday",2014-06-04,"9:00 PM","
			 $12.00       "
"25303","U Street Music Hall","Clap Your Hands Say Yeah","Stagnant Pools","Monday",2014-06-02,"Doors: 7:00 pm / Show: 7:00 pm ","
			 $16       "
"25304","U Street Music Hall","Brodinski","LOUISAHHH!!!, Club Cheval, Jackson Ryland","Sunday",2014-06-01,"9:00 PM","
			 $15.00       "
"25305","U Street Music Hall","Craze","Jahsonic, The Clown Prince","Saturday",2014-05-31,"10:00 PM","
			 $10.00       "
"25306","U Street Music Hall","Ben UFO","Space Dimension Controller, Erictronica vs. Tsurugi","Friday",2014-05-30,"10:00 PM","
			 $10.00       "
"25307","U Street Music Hall","Tittsworth & Harvard Bass","Ken Lazee","Thursday",2014-05-29,"10:00 PM","
			 $10.00       "
"25308","U Street Music Hall","Hudson Mohawke (DJ Set)","Obeyah, Mathias","Tuesday",2014-05-27,"10:00 PM","
			 $20.00       "
"25309","U Street Music Hall","20 Years of 2Tuff: Summer Kickoff! with A Sides and Host T.R.A.C","DJ Oso Fresh, Slant, Spinscott, Ray Casil vs. Ken Lazee","Sunday",2014-05-25,"9:00 PM","
			 $10.00       "
"25310","U Street Music Hall","BLISS w/ Pat Lok and Will Eastman","Man & Woman","Saturday",2014-05-24,"10:00 PM","
			 $10.00       "
"25311","U Street Music Hall","TEEN (CANCELLED)","The Sea Life","Saturday",2014-05-24,"Doors: 7:00 pm / Show: 7:00 pm ","
			 $15       "
"25312","U Street Music Hall","Daniel Avery and Jackmaster","Pentamon","Friday",2014-05-23,"10:00 PM","
			 $10.00       "
"25313","U Street Music Hall","Moosh & Twist","with Special Guest Jared Evan, Ryan Oakes","Friday",2014-05-23,"Doors: 7:00 pm / Show: 7:00 pm ","
			 $15       "
"25314","U Street Music Hall","Just Blaze","Alex Young, Mista Selecta","Thursday",2014-05-22,"10:00 PM","
			 $10.00       "
"25315","U Street Music Hall","Wolf Gang","Typefighter","Thursday",2014-05-22,"Doors: 7:00 pm / Show: 7:00 pm ","
			 $15       "
"25316","U Street Music Hall","Simian Mobile Disco (DJ Set)","JDH & Dave P (FIXED), Chris Nitti","Wednesday",2014-05-21,"9:00 PM","
			 $10.00       "
"25317","U Street Music Hall","M��","Erik Hassle","Tuesday",2014-05-20,"Doors: 7:00 pm / Show: 7:00 pm ","
			 $15       "
"25318","U Street Music Hall","Psychemagik","Doorly, Cosby","Saturday",2014-05-17,"10:00 PM","
			 $10.00       "
"25319","U Street Music Hall","The Weeks & Apache Relay","Shelly Colvin","Saturday",2014-05-17,"7:00 PM","
			 $15       "
"25320","U Street Music Hall","Andhim","DJ Lisa Frank","Friday",2014-05-16,"11:00 PM","
			 $12.00       "
"25321","U Street Music Hall","Hoodie Allen","Down With Webster","Friday",2014-05-16,"7:00 PM","
			 $30       "
"25322","U Street Music Hall","Compa, Asylum and Kursk","Deep Sessions Crew w/ MC Twisty","Thursday",2014-05-15,"10:00 PM","
			 $15.00       "
"25323","U Street Music Hall","Chet Faker","Sweater Beats","Thursday",2014-05-15,"7:00 PM","
			 $15       "
