"","venue","headliner","support","weekday","date","time","ticket_price"
"16595","The Kennedy Center","      National Symphony Orchestra     ",NA,"Thursday",2014-04-24,"",""
"16596","The Kennedy Center","      National Symphony Orchestra     ",NA,"Friday",2014-04-25,"",""
"16597","The Kennedy Center","      National Symphony Orchestra     ",NA,"Saturday",2014-04-26,"",""
"16598","The Kennedy Center","      FAR - Wayne McGregor | Random Dance and Ben Frost     ",NA,"Thursday",2014-05-01,"",""
"16599","The Kennedy Center","      FAR - Wayne McGregor | Random DanceBen Frost and Ben Frost     ",NA,"Friday",2014-05-02,"",""
"16600","The Kennedy Center","      FAR - Wayne McGregor | Random Dance and Ben Frost     ",NA,"Saturday",2014-05-03,"",""
"16601","The Kennedy Center","      National Symphony Orchestra     ",NA,"Thursday",2014-05-08,"",""
"16602","The Kennedy Center","      Terence Blanchard Quintet     ",NA,"Friday",2014-05-09,"",""
"16603","The Kennedy Center","      National Symphony Orchestra     ",NA,"Saturday",2014-05-10,"",""
"16604","The Kennedy Center","      Blue Note at 75     ",NA,"Sunday",2014-05-11,"",""
"16605","The Kennedy Center","      Gay Men's Chorus Of Washington DC     ",NA,"Sunday",2014-05-18,"",""
"16606","The Kennedy Center","      M.a.r.c."," Andre Hamelim and Marc-Andr̩ Hamelin    ","Tuesday",2014-05-20,"",""
"16607","The Kennedy Center","      Sharel     ",NA,"Saturday",2014-05-24,"",""
"16608","The Kennedy Center","      Paul Jacobs     ",NA,"Wednesday",2014-02-05,"",""
"16609","The Kennedy Center","      National Symphony Orchestra     ",NA,"Saturday",2014-06-07,"",""
"16610","The Kennedy Center","      Elena Ruehr"," Made In America","Wednesday",2014-06-11,"",""
"16611","The Kennedy Center","      National Symphony Orchestra     ",NA,"Thursday",2014-06-12,"",""
"16612","The Kennedy Center","      National Symphony Orchestra     ",NA,"Friday",2014-06-13,"",""
"16613","The Kennedy Center","      Cardinal Sons     ",NA,"Monday",2014-08-11,"",""
"16614","The Kennedy Center","      Pleasure Curses     ",NA,"Tuesday",2014-09-09,"",""
"16615","The Kennedy Center","      Paperhaus     ",NA,"Friday",2014-09-19,"",""
"16616","The Kennedy Center","      Tri Minh"," Pham Tra My","Tuesday",2014-09-23,"",""
"16617","The Kennedy Center","      National Symphony Orchestra     ",NA,"Thursday",2014-10-02,"",""
"16618","The Kennedy Center","      National Symphony Orchestra     ",NA,"Saturday",2014-10-04,"",""
"16619","The Kennedy Center","      Bill T. Jones     ",NA,"Saturday",2014-10-18,"",""
"16620","The Kennedy Center","      National Symphony Orchestra     ",NA,"Thursday",2014-10-30,"",""
"16621","The Kennedy Center","      National Symphony Orchestra     ",NA,"Saturday",2014-11-01,"",""
"16622","The Kennedy Center","      Yuja Wang     ",NA,"Monday",2014-11-03,"",""
"16623","The Kennedy Center","      National Symphony Orchestra     ",NA,"Thursday",2014-11-06,"",""
"16624","The Kennedy Center","      The Lou Donaldson Quartet     ",NA,"Friday",2014-11-14,"",""
"16625","The Kennedy Center","      National Symphony Orchestra     ",NA,"Saturday",2014-11-15,"",""
"16626","The Kennedy Center","      National Symphony Orchestra and Garrick Ohlsson     ",NA,"Thursday",2014-11-20,"",""
"16627","The Kennedy Center","      National Symphony Orchestra and Garrick Ohlsson     ",NA,"Friday",2014-11-21,"",""
"16628","The Kennedy Center","      National Symphony Orchestra and Garrick Ohlsson     ",NA,"Saturday",2014-11-22,"",""
"16629","The Kennedy Center","      National Symphony Orchestra     ",NA,"Friday",2014-12-05,"",""
"16630","The Kennedy Center","      National Symphony Orchestra     ",NA,"Saturday",2014-12-06,"",""
"16631","The Kennedy Center","      National Symphony Orchestra     ",NA,"Saturday",2014-12-20,"",""
"16632","The Kennedy Center","      National Symphony Orchestra     ",NA,"Sunday",2014-12-21,"",""
"16633","The Kennedy Center","      We Are the 9     ",NA,"Sunday",2014-12-21,"",""
"16634","The Kennedy Center","      The Choral Arts Society Of Washington     ",NA,"Sunday",2014-12-21,"",""
"16635","The Kennedy Center","      The Choral Arts Society Of Washington     ",NA,"Wednesday",2014-12-24,"",""
"16636","The Kennedy Center","      Patti LuPone and Patti Lupone and Mandy Patinkin     ",NA,"Sunday",2014-02-23,"",""
"16637","The Kennedy Center","      Marc Cary     ",NA,"Tuesday",2014-03-04,"",""
"16638","The Kennedy Center","      Marc Cary     ",NA,"Tuesday",2014-02-25,"",""
"16639","The Kennedy Center","      Marc Cary     ",NA,"Monday",2014-03-03,"",""
"16640","The Kennedy Center","      Marc Cary     ",NA,"Sunday",2014-03-02,"",""
"16641","The Kennedy Center","      Marc Cary     ",NA,"Thursday",2014-03-06,"",""
"16642","The Kennedy Center","      Marc Cary     ",NA,"Wednesday",2014-03-05,"",""
"16643","The Kennedy Center","      Happy Holidays     ",NA,"Thursday",2014-12-11,"",""
"16644","The Kennedy Center","      Kendrick Lamar"," National Symphony Orchestra    ","Tuesday",2015-10-20,"",""
"16645","The Kennedy Center","      Lady Gaga"," Tony Bennett    ","Friday",2015-07-31,"",""
"16646","The Kennedy Center","      Lady Gaga"," Tony Bennett    ","Saturday",2015-08-01,"",""
"16647","The Kennedy Center","      Ben Folds"," National Symphony Orchestra    ","Friday",2015-12-04,"",""
"16648","The Kennedy Center","      Chick Corea and Herbie Hancock     ",NA,"Friday",2015-04-10,"",""
"16649","The Kennedy Center","      Chaka Khan     ",NA,"Thursday",2015-12-31,"",""
"16650","The Kennedy Center","      Silk Road Ensemble"," Yo-Yo Ma    ","Sunday",2015-03-01,"",""
"16651","The Kennedy Center","      Cassandra Wilson     ",NA,"Wednesday",2015-05-27,"",""
"16652","The Kennedy Center","      Robert Plant"," Alison Krauss","Saturday",2015-04-25,"",""
"16653","The Kennedy Center","      Cassandra Wilson     ",NA,"Friday",2015-03-27,"",""
"16654","The Kennedy Center","      Bill Frisell     ",NA,"Friday",2015-02-27,"",""
"16655","The Kennedy Center","      Joshua Bell     ",NA,"Tuesday",2015-03-31,"",""
"16656","The Kennedy Center","      Dianne Reeves     ",NA,"Saturday",2015-04-11,"",""
"16657","The Kennedy Center","      Maceo Parker     ",NA,"Friday",2015-02-06,"",""
"16658","The Kennedy Center","      Kurt Elling     ",NA,"Saturday",2015-02-14,"",""
"16659","The Kennedy Center","      Charlie Musselwhite     ",NA,"Friday",2015-05-01,"",""
"16660","The Kennedy Center","      Chain and the Gang"," Prince Rama    ","Sunday",2015-09-13,"",""
"16661","The Kennedy Center","      Milo�� Karadagli��     ",NA,"Thursday",2015-10-08,"",""
"16662","The Kennedy Center","      Dee Dee Bridgewater     ",NA,"Friday",2015-05-15,"",""
"16663","The Kennedy Center","      Milo�� Karadagli��     ",NA,"Friday",2015-10-09,"",""
"16664","The Kennedy Center","      Whoopi Goldberg     ",NA,"Friday",2015-07-17,"",""
"16665","The Kennedy Center","      Queen Esther and Jason Moran     ",NA,"Sunday",2015-05-10,"",""
"16666","The Kennedy Center","      Steven Curtis Chapman     ",NA,"Sunday",2015-06-14,"",""
"16667","The Kennedy Center","      Humming House     ",NA,"Sunday",2015-08-16,"",""
"16668","The Kennedy Center","      Jason Moran and Marc Cary     ",NA,"Sunday",2015-05-10,"",""
"16669","The Kennedy Center","      John  Hammond     ",NA,"Friday",2015-05-01,"",""
"16670","The Kennedy Center","      Dee Dee Bridgewater     ",NA,"Saturday",2015-05-16,"",""
"16671","The Kennedy Center","      Milo�� Karadagli��     ",NA,"Saturday",2015-10-10,"",""
"16672","The Kennedy Center","      National Symphony Orchestra     ",NA,"Thursday",2015-02-19,"",""
"16673","The Kennedy Center","      National Symphony Orchestra     ",NA,"Friday",2015-02-20,"",""
"16674","The Kennedy Center","      Fireworks     ",NA,"Wednesday",2015-10-14,"",""
"16675","The Kennedy Center","              Washington D.C. International Music Festival 2015    ",NA,"Monday",2015-04-13,"",""
"16676","The Kennedy Center","      National Symphony Orchestra     ",NA,"Thursday",2015-01-15,"",""
"16677","The Kennedy Center","      Renee Fleming     ",NA,"Monday",2015-02-23,"",""
"16678","The Kennedy Center","      National Symphony Orchestra     ",NA,"Friday",2015-02-27,"",""
"16679","The Kennedy Center","      National Symphony Orchestra     ",NA,"Saturday",2015-03-14,"",""
"16680","The Kennedy Center","      National Symphony Orchestra     ",NA,"Saturday",2015-04-04,"",""
"16681","The Kennedy Center","      National Symphony Orchestra     ",NA,"Saturday",2015-05-02,"",""
"16682","The Kennedy Center","      National Symphony Orchestra     ",NA,"Saturday",2015-05-09,"",""
"16683","The Kennedy Center","              Live! At The Kennedy Center 2015        Peter Hanaman          ",NA,"Monday",2015-06-22,"",""
"16684","The Kennedy Center","      See-I     ",NA,"Monday",2015-09-07,"",""
"16685","The Kennedy Center","      Vijay Iyer"," Brentano String Quartet    ","Wednesday",2015-10-07,"",""
"16686","The Kennedy Center","      Kathy Griffin     ",NA,"Saturday",2015-06-20,"",""
"16687","The Kennedy Center","      Vinx"," Will Calhoun","Wednesday",2015-01-14,"",""
"16688","The Kennedy Center","      National Symphony Orchestra     ",NA,"Thursday",2015-01-29,"",""
"16689","The Kennedy Center","      National Symphony Orchestra     ",NA,"Saturday",2015-02-14,"",""
"16690","The Kennedy Center","      National Symphony Orchestra     ",NA,"Sunday",2015-02-15,"",""
"16691","The Kennedy Center","      National Symphony Orchestra     ",NA,"Saturday",2015-02-21,"",""
"16692","The Kennedy Center","      National Symphony Orchestra     ",NA,"Saturday",2015-02-28,"",""
"16693","The Kennedy Center","      National Symphony Orchestra     ",NA,"Saturday",2015-04-18,"",""
"16694","The Kennedy Center","      Bumper Jacksons     ",NA,"Wednesday",2015-08-19,"",""
"16695","The Kennedy Center","      Gina Chavez     ",NA,"Monday",2015-11-09,"",""
"16696","The Kennedy Center","      The Von Trapps     ",NA,"Thursday",2015-12-10,"",""
"16697","The Kennedy Center","      We Are the 9     ",NA,"Monday",2015-12-21,"",""
"16698","The Kennedy Center","      Do You Hear the People Sing     ",NA,"Friday",2015-03-27,"",""
"16699","The Kennedy Center","              Mary Lou Williams Jazz Festival 2015    ",NA,"Saturday",2015-05-16,"",""
"16700","The Kennedy Center","      UltraFaux     ",NA,"Tuesday",2015-01-06,"",""
"16701","The Kennedy Center","      Soule Monde     ",NA,"Friday",2015-01-09,"",""
"16702","The Kennedy Center","      National Symphony Orchestra     ",NA,"Friday",2015-01-16,"",""
"16703","The Kennedy Center","      National Symphony Orchestra     ",NA,"Saturday",2015-01-17,"",""
"16704","The Kennedy Center","      National Symphony Orchestra     ",NA,"Thursday",2015-01-22,"",""
"16705","The Kennedy Center","      National Symphony Orchestra     ",NA,"Friday",2015-01-23,"",""
"16706","The Kennedy Center","      Sharel     ",NA,"Friday",2015-01-23,"",""
"16707","The Kennedy Center","      National Symphony Orchestra     ",NA,"Saturday",2015-01-24,"",""
"16708","The Kennedy Center","      National Symphony Orchestra     ",NA,"Friday",2015-01-30,"",""
"16709","The Kennedy Center","      National Symphony Orchestra     ",NA,"Saturday",2015-01-31,"",""
"16710","The Kennedy Center","      National Symphony Orchestra     ",NA,"Wednesday",2015-02-04,"",""
"16711","The Kennedy Center","      National Symphony Orchestra     ",NA,"Thursday",2015-02-05,"",""
"16712","The Kennedy Center","      National Symphony Orchestra     ",NA,"Friday",2015-02-06,"",""
"16713","The Kennedy Center","      National Symphony Orchestra     ",NA,"Saturday",2015-02-07,"",""
"16714","The Kennedy Center","      National Symphony Orchestra     ",NA,"Thursday",2015-02-26,"",""
"16715","The Kennedy Center","              Mary Lou Williams Jazz Festival 2015    ",NA,"Friday",2015-05-15,"",""
"16716","The Kennedy Center","      Irene Jalenti     ",NA,"Thursday",2015-10-01,"",""
"16717","The Kennedy Center","      Sarah Elizabeth Charles"," Samora Pinderhughes and Riley Mulherkar    ","Friday",2015-10-16,"",""
"16718","The Kennedy Center","      Joey Alexander     ",NA,"Friday",2015-12-04,"",""
"16719","The Kennedy Center","      Do You Hear the People Sing     ",NA,"Saturday",2015-03-28,"",""
"16720","The Kennedy Center","      The Choral Arts Society Of Washington     ",NA,"Sunday",2015-05-17,"",""
"16721","The Kennedy Center","      L'orchestre De La Suisse Romande     ",NA,"Saturday",2015-02-21,"",""
"16722","The Kennedy Center","      The Choral Arts Society Of Washington     ",NA,"Sunday",2015-11-15,"",""
"16723","The Kennedy Center","      The Jive Aces     ",NA,"Thursday",2015-11-26,"",""
"16724","The Kennedy Center","      The Von Trapps     ",NA,"Friday",2015-12-11,"",""
"16725","The Kennedy Center","      The Von Trapps     ",NA,"Saturday",2015-12-12,"",""
"16726","The Kennedy Center","      The Choral Arts Society Of Washington     ",NA,"Sunday",2015-12-13,"",""
"16727","The Kennedy Center","      The Choral Arts Society Of Washington     ",NA,"Monday",2015-12-14,"",""
"16728","The Kennedy Center","      The Choral Arts Society Of Washington     ",NA,"Sunday",2015-12-20,"",""
"16729","The Kennedy Center","      The Choral Arts Society Of Washington     ",NA,"Thursday",2015-12-24,"",""
"16730","The Kennedy Center","      Ben Folds     ",NA,"Tuesday",2016-05-03,"",""
"16731","The Kennedy Center","      The Beach Boys     ",NA,"Tuesday",2016-07-19,"",""
"16732","The Kennedy Center","      Rodrigo y Gabriela     ",NA,"Wednesday",2016-06-29,"",""
"16733","The Kennedy Center","      Boyz II Men     ",NA,"Friday",2016-05-20,"",""
"16734","The Kennedy Center","      Boyz II Men     ",NA,"Saturday",2016-05-21,"",""
"16735","The Kennedy Center","      Yo-Yo Ma"," Emanuel Ax    ","Wednesday",2016-04-13,"",""
"16736","The Kennedy Center","      Chris Thile     ",NA,"Saturday",2016-06-25,"",""
"16737","The Kennedy Center","      Bonnie Raitt     ",NA,"Saturday",2016-03-26,"",""
"16738","The Kennedy Center","      Chris Thile"," Aoife O'Donovan","Friday",2016-06-24,"",""
"16739","The Kennedy Center","      Norm Macdonald"," Reggie Watts    ","Saturday",2016-06-25,"",""
"16740","The Kennedy Center","      Chris Botti     ",NA,"Saturday",2016-02-20,"",""
"16741","The Kennedy Center","      Gregory Alan Isakov"," National Symphony Orchestra    ","Saturday",2016-06-25,"",""
"16742","The Kennedy Center","      John Oliver     ",NA,"Wednesday",2016-08-24,"",""
"16743","The Kennedy Center","      John Oliver     ",NA,"Thursday",2016-08-25,"",""
"16744","The Kennedy Center","      Itzhak Perlman     ",NA,"Tuesday",2016-05-10,"",""
"16745","The Kennedy Center","      John Oliver     ",NA,"Saturday",2016-08-27,"",""
"16746","The Kennedy Center","      Miranda Sings     ",NA,"Saturday",2016-04-23,"",""
"16747","The Kennedy Center","      John Oliver     ",NA,"Friday",2016-08-26,"",""
"16748","The Kennedy Center","      Amos Lee"," Laurin Talese    ","Tuesday",2016-09-13,"",""
"16749","The Kennedy Center","      Zakir Hussain and Zakir Hussain & Masters of Percussion     ",NA,"Sunday",2016-04-17,"",""
"16750","The Kennedy Center","      Diana Ross     ",NA,"Saturday",2016-12-03,"",""
"16751","The Kennedy Center","      Diana Ross     ",NA,"Thursday",2016-12-01,"",""
"16752","The Kennedy Center","      Chris Thile"," Gabriel Kahane","Thursday",2016-06-23,"",""
"16753","The Kennedy Center","      Diana Ross     ",NA,"Friday",2016-12-02,"",""
"16754","The Kennedy Center","      Yusuf / Cat Stevens     ",NA,"Thursday",2016-09-22,"",""
"16755","The Kennedy Center","      Chris Thile and Michael Daves     ",NA,"Wednesday",2016-06-22,"",""
"16756","The Kennedy Center","      Laurie Anderson     ",NA,"Saturday",2016-03-05,"",""
"16757","The Kennedy Center","      Il Volo     ",NA,"Friday",2016-02-19,"",""
"16758","The Kennedy Center","      Laurie Anderson     ",NA,"Friday",2016-03-04,"",""
"16759","The Kennedy Center","              DC Jazz Festival 2016    ",NA,"Monday",2016-06-13,"",""
"16760","The Kennedy Center","      Laurie Anderson     ",NA,"Sunday",2016-03-06,"",""
"16761","The Kennedy Center","      Jean-Yves Thibaudet"," National Symphony Orchestra","Thursday",2016-03-10,"",""
"16762","The Kennedy Center","      Flock of Dimes     ",NA,"Friday",2016-11-18,"",""
"16763","The Kennedy Center","      Jean-Yves Thibaudet"," National Symphony Orchestra","Saturday",2016-03-12,"",""
"16764","The Kennedy Center","      The Gloaming"," Iarla �� Lion��ird","Saturday",2016-06-04,"",""
"16765","The Kennedy Center","      Jay Pharoah     ",NA,"Friday",2016-06-24,"",""
"16766","The Kennedy Center","      Jean-Yves Thibaudet"," National Symphony Orchestra","Friday",2016-03-11,"",""
"16767","The Kennedy Center","      Sara Watkins     ",NA,"Thursday",2016-06-23,"",""
"16768","The Kennedy Center","              Washington D.C. International Music Festival 2016    ",NA,"Monday",2016-04-25,"",""
"16769","The Kennedy Center","      Mel Brooks     ",NA,"Saturday",2016-02-06,"",""
"16770","The Kennedy Center","      Bumper Jacksons     ",NA,"Monday",2016-07-18,"",""
"16771","The Kennedy Center","      Gay Men's Chorus Of Washington DC     ",NA,"Sunday",2016-05-08,"",""
"16772","The Kennedy Center","      James Galway     ",NA,"Sunday",2016-03-20,"",""
"16773","The Kennedy Center","      Sara Watkins     ",NA,"Friday",2016-06-24,"",""
"16774","The Kennedy Center","      Darren Criss     ",NA,"Friday",2016-02-26,"",""
"16775","The Kennedy Center","      Darren Criss     ",NA,"Saturday",2016-02-27,"",""
"16776","The Kennedy Center","      Storm Large"," National Symphony Orchestra    ","Friday",2016-04-29,"",""
"16777","The Kennedy Center","      We Were Pirates     ",NA,"Friday",2016-12-09,"",""
"16778","The Kennedy Center","      Alarm Will Sound     ",NA,"Wednesday",2016-06-01,"",""
"16779","The Kennedy Center","      Bryce Dessner and National Symphony Orchestra     ",NA,"Friday",2016-11-18,"",""
"16780","The Kennedy Center","      Cameron Esposito     ",NA,"Friday",2016-01-29,"",""
"16781","The Kennedy Center","      Be Steadwell     ",NA,"Tuesday",2016-11-15,"",""
"16782","The Kennedy Center","      The Great American Canyon Band     ",NA,"Wednesday",2016-11-16,"",""
"16783","The Kennedy Center","      Wytold     ",NA,"Sunday",2016-02-28,"",""
"16784","The Kennedy Center","      Miramar     ",NA,"Wednesday",2016-07-06,"",""
"16785","The Kennedy Center","      Gold Connections     ",NA,"Sunday",2016-08-28,"",""
"16786","The Kennedy Center","      Queen Esther     ",NA,"Saturday",2016-12-31,"",""
"16787","The Kennedy Center","      Rhea Butcher     ",NA,"Friday",2016-01-29,"",""
"16788","The Kennedy Center","      Sammy Miller and the Congregation"," Riley Mulherkar    ","Monday",2016-04-25,"",""
"16789","The Kennedy Center","      High Waisted and BRNDA"," Joy Buttons    ","Tuesday",2016-02-02,"",""
"16790","The Kennedy Center","      The Battle of Santiago     ",NA,"Tuesday",2016-01-19,"",""
"16791","The Kennedy Center","      Rene Marie     ",NA,"Friday",2016-01-29,"",""
"16792","The Kennedy Center","      Christian Sands     ",NA,"Friday",2016-02-05,"",""
"16793","The Kennedy Center","      Luray     ",NA,"Saturday",2016-03-26,"",""
"16794","The Kennedy Center","      Christian Sands     ",NA,"Friday",2016-05-06,"",""
"16795","The Kennedy Center","      Matt & Shannon Heaton     ",NA,"Saturday",2016-05-21,"",""
"16796","The Kennedy Center","      Queen Esther     ",NA,"Saturday",2016-06-18,"",""
"16797","The Kennedy Center","      Philadelphia Jazz Orchestra     ",NA,"Tuesday",2016-08-09,"",""
"16798","The Kennedy Center","      Eli Lev     ",NA,"Wednesday",2016-08-31,"",""
"16799","The Kennedy Center","      Queen Esther     ",NA,"Thursday",2016-09-22,"",""
"16800","The Kennedy Center","      Kris Davis and Craig Taborn     ",NA,"Monday",2016-10-03,"",""
"16801","The Kennedy Center","      EREZ (USA)     ",NA,"Friday",2016-10-07,"",""
"16802","The Kennedy Center","      Harold L�_pez-Nussa     ",NA,"Saturday",2016-10-08,"",""
"16803","The Kennedy Center","      Eamonn Mccrystal     ",NA,"Saturday",2016-12-17,"",""
"16804","The Kennedy Center","      Joe Maye"," Gina Sobel","Wednesday",2016-12-21,"",""
"16805","The Kennedy Center","      Herbie Hancock     ",NA,"Tuesday",2017-08-08,"",""
"16806","The Kennedy Center","      The Isley Brothers     ",NA,"Sunday",2017-11-05,"",""
"16807","The Kennedy Center","      Gillian Welch     ",NA,"Monday",2017-07-31,"",""
"16808","The Kennedy Center","      Thievery Corporation     ",NA,"Monday",2017-05-15,"",""
"16809","The Kennedy Center","      Seu Jorge     ",NA,"Friday",2017-09-29,"",""
"16810","The Kennedy Center","      Hilary Hahn and National Symphony Orchestra     ",NA,"Saturday",2017-02-18,"",""
"16811","The Kennedy Center","      Hilary Hahn and National Symphony Orchestra     ",NA,"Thursday",2017-02-16,"",""
"16812","The Kennedy Center","      Ang̩lique Kidjo     ",NA,"Thursday",2017-11-30,"",""
"16813","The Kennedy Center","      Gabriel Iglesias     ",NA,"Sunday",2017-04-09,"",""
"16814","The Kennedy Center","      Jane Monheit and Nicholas Payton     ",NA,"Friday",2017-05-05,"",""
"16815","The Kennedy Center","      Thao     ",NA,"Tuesday",2017-06-20,"",""
"16816","The Kennedy Center","      Hilary Hahn and National Symphony Orchestra     ",NA,"Friday",2017-02-17,"",""
"16817","The Kennedy Center","      Mouse on Mars     ",NA,"Wednesday",2017-11-15,"",""
"16818","The Kennedy Center","      Alicia Olatuja"," Billy Childs","Friday",2017-03-31,"",""
"16819","The Kennedy Center","      Taj Mahal     ",NA,"Monday",2017-05-08,"",""
"16820","The Kennedy Center","      Leann Rimes     ",NA,"Friday",2017-04-28,"",""
"16821","The Kennedy Center","      Judy Collins     ",NA,"Saturday",2017-04-15,"",""
"16822","The Kennedy Center","      Sean Garrett and Hit-Boy     ",NA,"Monday",2017-05-29,"",""
"16823","The Kennedy Center","      Dee Dee Bridgewater     ",NA,"Thursday",2017-05-04,"",""
"16824","The Kennedy Center","      Kandace Springs     ",NA,"Sunday",2017-01-08,"",""
"16825","The Kennedy Center","      Bumper Jacksons     ",NA,"Friday",2017-04-28,"",""
"16826","The Kennedy Center","      Fdvm     ",NA,"Friday",2017-05-19,"",""
"16827","The Kennedy Center","      Wylder     ",NA,"Sunday",2017-02-05,"",""
"16828","The Kennedy Center","      Sound Underground     ",NA,"Friday",2017-09-15,"",""
"16829","The Kennedy Center","      Mariachi Herencia de Mexico     ",NA,"Saturday",2017-09-16,"",""
"16830","The Kennedy Center","      Making Movies     ",NA,"Tuesday",2017-05-09,"",""
"16831","The Kennedy Center","      Fabian Almazan     ",NA,"Saturday",2017-03-04,"",""
"16832","The Kennedy Center","      Olivia Mancini     ",NA,"Sunday",2017-04-16,"",""
"16833","The Kennedy Center","      Rachel Baiman     ",NA,"Sunday",2017-09-10,"",""
"16834","The Kennedy Center","      Rita Moreno     ",NA,"Saturday",2017-04-29,"",""
"16835","The Kennedy Center","      Pages Matam     ",NA,"Friday",2017-02-03,"",""
"16836","The Kennedy Center","              Sulayman Al Bassam's Petrol Station"," The Kennedy Center","Friday",2017-03-24,"",""
"16837","The Kennedy Center","      The Knights (NYC) and San Francisco Girls Chorus     ",NA,"Saturday",2017-04-01,"",""
"16838","The Kennedy Center","      Robin Eubanks     ",NA,"Monday",2017-04-03,"",""
"16839","The Kennedy Center","      Kaia Kater"," Josh White Jr.","Saturday",2017-04-15,"",""
"16840","The Kennedy Center","      Candice Mills Music and Johnny Grave & the Tombstones     ",NA,"Saturday",2017-04-15,"",""
"16841","The Kennedy Center","      Matthew Hartnett and Eddie Moore     ",NA,"Thursday",2017-05-04,"",""
"16842","The Kennedy Center","      Qais Essar     ",NA,"Friday",2017-05-05,"",""
"16843","The Kennedy Center","      Soul Understated feat. Mavis 'Swan' Poole     ",NA,"Saturday",2017-05-06,"",""
"16844","The Kennedy Center","      george burton     ",NA,"Sunday",2017-05-28,"",""
"16845","The Kennedy Center","      Wilder Adkins and Rachael Kilgour     ",NA,"Thursday",2017-08-24,"",""
"16846","The Kennedy Center","      Combo Chimbita     ",NA,"Thursday",2017-09-14,"",""
"16847","The Kennedy Center","      Keith And Kristyn Getty     ",NA,"Wednesday",2017-12-13,"",""
"16848","Lincoln Theatre","      Guster     ",NA,"Wednesday",2012-04-18,"",""
"16849","Lincoln Theatre","      Jeff Mangum     ",NA,"Friday",2012-01-27,"",""
"16850","Lincoln Theatre","      Common     ",NA,"Saturday",2012-06-09,"",""
"16851","Lincoln Theatre","      Jeff Mangum"," The Music Tapes    ","Saturday",2012-01-28,"",""
"16852","Lincoln Theatre","      Common     ",NA,"Saturday",2012-09-08,"",""
"16853","Lincoln Theatre","      Tamer Hosny     ",NA,"Friday",2012-02-03,"",""
"16854","Lincoln Theatre","      EPMD"," Bill Adler    ","Saturday",2012-05-12,"",""
"16855","Lincoln Theatre","      The Manhattans"," Jean Carne    ","Saturday",2012-12-08,"",""
"16856","Lincoln Theatre","      Regina Belle     ",NA,"Friday",2012-11-16,"",""
"16857","Lincoln Theatre","      The Manhattans"," Jean Carne    ","Saturday",2012-11-03,"",""
"16858","Lincoln Theatre","      Bill Adler"," EPMD    ","Saturday",2012-06-16,"",""
"16859","Lincoln Theatre","      Fiona Apple and Blake Mills     ",NA,"Saturday",2013-10-26,"",""
"16860","Lincoln Theatre","      Janelle Mon��e"," Roman Gianarthur    ","Monday",2013-10-14,"",""
"16861","Lincoln Theatre","      Neko Case"," Lucy Wainwright Roche    ","Thursday",2013-10-31,"",""
"16862","Lincoln Theatre","      Neko Case"," Shonna Tucker & Eye Candy    ","Wednesday",2013-10-30,"",""
"16863","Lincoln Theatre","      Fiona Apple and Blake Mills     ",NA,"Friday",2013-10-25,"",""
"16864","Lincoln Theatre","      Matt Nathanson"," Joshua Radin    ","Tuesday",2013-10-29,"",""
"16865","Lincoln Theatre","      Sara Bareilles"," Harper Blynn    ","Monday",2013-10-07,"",""
"16866","Lincoln Theatre","      Chris Cornell"," Bhi Bhiman    ","Saturday",2013-11-23,"",""
"16867","Lincoln Theatre","      KT Tunstall"," Brian Lopez    ","Saturday",2013-09-28,"",""
"16868","Lincoln Theatre","      Laura Marling"," Jay Brannan    ","Wednesday",2013-09-04,"",""
"16869","Lincoln Theatre","      Travis"," Rathbourne and Rathborne    ","Friday",2013-09-20,"",""
"16870","Lincoln Theatre","      Colin Meloy     ",NA,"Tuesday",2013-11-05,"",""
"16871","Lincoln Theatre","      Barenaked Ladies"," Whitehorse    ","Monday",2013-11-04,"",""
"16872","Lincoln Theatre","      Kirk Whalum"," Chante Moore    ","Friday",2013-02-15,"",""
"16873","Lincoln Theatre","      Nick Kroll"," Sara Schaefer","Saturday",2013-10-12,"",""
"16874","Lincoln Theatre","      Anthony Jeselnik     ",NA,"Thursday",2013-05-02,"",""
"16875","Lincoln Theatre","      Chazz Palminteri's a Bronx Tale     ",NA,"Thursday",2013-10-03,"",""
"16876","Lincoln Theatre","      The Lampshades and Megan Mullally"," Garfukel","Saturday",2013-10-12,"",""
"16877","Lincoln Theatre","      Shelby Chong     ",NA,"Thursday",2013-10-24,"",""
"16878","Lincoln Theatre","      Byron Cage     ",NA,"Saturday",2013-01-05,"",""
"16879","Lincoln Theatre","      A Mother's Day Oldies But Goodies     ",NA,"Sunday",2013-05-12,"",""
"16880","Lincoln Theatre","      Rare Essence     ",NA,"Friday",2013-02-22,"",""
"16881","Lincoln Theatre","      Chuck D     ",NA,"Saturday",2013-09-07,"",""
"16882","Lincoln Theatre","      Bentzen Ball Closing Ceremonies     ",NA,"Sunday",2013-10-13,"",""
"16883","Lincoln Theatre","      Tango Lovers     ",NA,"Saturday",2013-11-16,"",""
"16884","Lincoln Theatre","      My Sunshine Has Come Performed By Adti Choir"," Therapeutic Noh Theatre Troupe","Friday",2013-10-18,"",""
"16885","Lincoln Theatre","      Marcus Dahhhling     ",NA,"Tuesday",2013-11-12,"",""
"16886","Lincoln Theatre","      SBTRKT"," GoldLink    ","Saturday",2014-10-25,"",""
"16887","Lincoln Theatre","      Band of Horses"," Sera Cahoone    ","Thursday",2014-02-27,"",""
